ENTREZID	SYMBOL	m1_Pb_DMSO.rpkm	m3_Pb_DMSO.rpkm	m2_Pb_DMSO.rpkm	m1_naive.rpkm	m2_naive.rpkm	m3_naive.rpkm
276950	Slfn8	8.3	8.6	11.8	38.5	38.5	44.3
277333	Gm5069	31.9	31.7	28.1	7.9	7.9	7.1
279572	Tlr13	0.0	0.0	0.0	3.7	3.7	4.1
27999	Fam3c	9.2	8.3	7.3	49.7	49.7	46.9
28105	Trim36	0.4	0.3	0.3	3.4	3.4	2.9
28106	Mydgf	141.4	149.2	144.4	28.9	28.9	26.6
28240	Trpm2	0.0	0.0	0.0	2.2	2.2	2.9
29810	Bag3	3.6	4.1	4.9	1.0	1.0	0.8
29813	Zfp385a	2.3	1.8	2.9	20.4	20.4	16.8
29856	Smtn	3.0	3.2	2.9	0.7	0.7	0.8
29857	Mapk12	0.2	0.3	0.3	4.3	4.3	4.3
29870	Gtse1	25.7	28.7	23.9	1.7	1.7	1.5
30838	Fbxw4	0.8	0.9	0.8	9.3	9.3	9.9
30877	Gnl3	145.8	167.9	137.9	35.0	35.0	40.1
30928	Zbtb18	2.4	2.2	2.7	19.2	19.2	18.1
30940	Usp25	4.7	4.0	4.1	29.7	29.7	28.1
30943	Prss30	0.0	0.0	0.0	3.6	3.6	4.8
30948	Bin1	9.3	10.2	7.6	133.5	133.5	125.6
30963	Hacd1	0.9	1.0	1.0	0.1	0.1	0.1
319160	Hist1h4k	10.4	9.6	9.4	1.1	1.1	3.4
319169	Hist1h2ak	25.8	25.3	18.2	4.4	4.4	4.8
319170	Hist1h2an	33.1	40.7	30.2	3.6	3.6	5.7
319191	Hist1h2ai	108.3	144.3	97.0	22.6	22.6	21.2
319197	Gpr4	0.2	0.1	0.2	1.8	1.8	1.3
319236	Trim12c	11.7	11.6	18.3	53.1	53.1	62.6
319293	A530099J19Rik	0.0	0.0	0.0	3.6	3.6	3.3
319387	Adgrl3	0.0	0.0	0.0	0.5	0.5	0.6
319448	Fndc3a	80.2	76.4	91.6	16.2	16.2	16.6
319468	Ppm1h	0.2	0.2	0.2	0.9	0.9	1.0
319493	A430078G23Rik	1.0	1.2	1.3	22.9	22.9	24.7
319545	D430020J02Rik	10.9	12.2	11.9	1.7	1.7	2.1
319554	Idi1	122.9	115.4	118.6	13.7	13.7	15.3
319581	Xkr5	1.2	1.1	1.1	0.1	0.1	0.1
319734	Cacna2d4	0.0	0.0	0.0	0.8	0.8	1.0
319901	Dsel	2.9	3.1	3.7	0.4	0.4	0.4
319998	Tmem198	2.2	2.5	1.7	0.4	0.4	0.5
320007	Sidt1	0.2	0.2	0.3	4.2	4.2	4.2
320022	Ccdc79	0.0	0.1	0.1	1.7	1.7	1.9
320129	Adrbk2	0.2	0.2	0.4	7.8	7.8	9.0
320148	B430306N03Rik	0.2	0.3	0.2	2.4	2.4	3.3
320181	Fndc7	0.0	0.0	0.0	1.0	1.0	0.7
320183	Msrb3	0.8	0.5	0.6	0.0	0.0	0.1
320226	Ccdc171	0.5	0.4	0.4	1.8	1.8	2.4
320292	Rasgef1b	1.0	1.1	1.6	69.7	69.7	64.2
320299	Iqcb1	26.6	28.1	27.2	6.2	6.2	6.3
320301	E530011L22Rik	0.6	0.8	0.8	0.1	0.1	0.0
320365	Fry	0.8	0.8	0.9	6.9	6.9	6.9
320404	Itpkb	6.4	6.0	6.7	34.5	34.5	32.4
320407	Klri2	0.1	0.0	0.0	3.2	3.2	4.2
320438	Alg6	10.9	11.7	10.6	2.5	2.5	3.2
320563	Islr2	0.0	0.1	0.0	0.6	0.6	0.7
320706	Soga1	0.0	0.0	0.0	0.7	0.7	0.8
320782	Tmem154	79.7	78.4	81.6	12.9	12.9	14.1
320832	Sirpb1a	0.0	0.0	0.0	5.4	5.4	7.6
320982	Arl4c	0.3	0.3	0.6	5.1	5.1	5.0
321019	Gpr183	4.8	5.6	5.6	73.5	73.5	64.3
327743	Wisp3	3.7	4.1	4.5	0.2	0.2	0.3
327762	Dna2	11.8	13.3	11.0	2.3	2.3	2.7
327799	Usp44	3.4	3.2	2.9	0.1	0.1	0.0
327957	Scimp	1.8	1.6	2.2	16.8	16.8	16.6
327978	Slfn5	1.2	1.2	1.8	16.1	16.1	22.2
328232	Gfod1	0.6	0.5	0.5	3.0	3.0	2.6
328381	Sh2d4b	4.5	4.6	4.4	0.6	0.6	0.7
328660	Bex6	0.0	0.0	0.0	4.0	4.0	4.5
328778	Rab26	3.8	4.6	5.8	0.2	0.2	0.4
328833	Treml2	2.7	3.0	4.9	60.7	60.7	55.3
329154	Ankrd44	8.7	8.2	9.0	41.7	41.7	43.6
330192	Vps37b	8.8	8.4	9.1	38.5	38.5	33.3
330483	Ceacam16	0.9	1.0	1.1	9.1	9.1	13.8
330790	Hapln4	1.4	1.6	2.0	0.0	0.0	0.0
330812	Rnf150	0.0	0.0	0.0	0.5	0.5	0.6
331004	Slc9a9	0.6	0.5	0.7	2.9	2.9	4.4
331026	Gmppb	47.5	51.9	50.6	9.0	9.0	9.6
331474	Rgag4	0.1	0.1	0.2	1.0	1.0	1.0
331524	Xkrx	0.3	0.3	0.3	22.9	22.9	21.6
332175	Zdhhc23	0.5	0.5	0.5	3.0	3.0	3.0
332359	Tigd3	1.0	1.2	1.1	0.2	0.2	0.3
333433	Gpd1l	13.9	13.3	12.4	58.9	58.9	55.6
333654	Ppp1r13l	2.1	1.6	1.9	0.2	0.2	0.1
333669	Gm5134	7.1	7.8	8.3	0.9	0.9	1.3
338350	Acad12	0.2	0.2	0.2	1.0	1.0	0.8
338351	Akap17b	9.8	9.8	11.4	2.0	2.0	2.3
338364	Trim65	2.1	1.8	1.7	11.7	11.7	11.0
338372	Map3k9	1.0	0.9	1.3	5.6	5.6	5.6
338467	Morc3	9.8	9.9	9.1	43.4	43.4	46.7
338523	Kdm7a	8.1	7.7	8.9	34.3	34.3	37.8
347722	Agap1	0.0	0.0	0.0	0.3	0.3	0.5
353156	Egfl7	1.4	1.2	0.8	0.2	0.2	0.1
353282	Sfmbt2	10.6	9.5	8.9	0.1	0.1	0.1
353342	Peg13	3.2	3.4	3.6	32.3	32.3	30.9
353346	Gpr141	0.0	0.0	0.0	3.5	3.5	4.7
360213	Trim46	4.3	4.2	4.1	0.9	0.9	1.2
373864	Col27a1	0.3	0.2	0.4	1.4	1.4	2.2
378431	Txlnb	1.0	1.1	1.1	0.2	0.2	0.2
378954	3000002C10Rik	3.1	3.9	3.7	0.7	0.7	0.9
380686	Cnrip1	0.3	0.4	0.3	2.7	2.7	3.3
380714	Rph3al	0.6	0.8	0.7	3.1	3.1	2.6
380785	Begain	0.1	0.3	0.1	1.3	1.3	1.4
380916	Lrch1	3.1	3.3	3.6	17.5	17.5	16.6
380928	Lmo7	2.4	2.7	2.5	0.2	0.2	0.2
381091	H2-Eb2	6.3	6.1	6.4	62.9	62.9	70.3
381101	Dnph1	4.2	5.1	2.8	0.3	0.3	0.5
381204	Naaladl1	2.9	3.5	3.3	0.2	0.2	0.1
381232	Mirt1	1.2	1.4	1.4	10.8	10.8	13.1
381280	Hjurp	84.6	90.4	78.3	12.2	12.2	13.1
381290	Atp2b4	3.7	3.5	5.4	0.3	0.3	0.6
381293	Kif14	8.4	8.7	8.0	0.3	0.3	0.4
381318	Nsl1	13.3	14.0	13.1	3.9	3.9	2.2
381353	Gm996	0.8	0.8	0.8	0.1	0.1	0.3
381417	Gm14085	0.9	0.9	1.0	10.7	10.7	10.3
381522	Ccdc180	0.0	0.0	0.0	0.8	0.8	1.1
381605	Tbc1d2	1.9	1.9	2.1	0.3	0.3	0.5
381812	Cracr2a	0.8	0.8	1.3	3.4	3.4	4.9
381845	Rnf225	0.9	1.2	0.8	0.2	0.2	0.3
381903	Alg8	37.7	38.3	34.7	6.9	6.9	7.9
381924	Itgad	0.0	0.0	0.0	1.9	1.9	5.4
381983	Lmtk3	1.0	1.3	2.0	0.1	0.1	0.1
382045	Adgrg5	0.0	0.0	0.0	3.9	3.9	4.4
382062	AB124611	11.9	11.8	17.9	121.5	121.5	109.8
382639	Zbtb42	3.0	2.7	3.2	0.7	0.7	0.7
382985	Rrm2b	4.5	4.9	5.0	19.4	19.4	20.7
383619	Aim2	5.5	5.3	4.1	45.0	45.0	50.8
384059	Tlr12	0.2	0.2	0.3	2.2	2.2	2.9
384185	Arl9	9.2	8.3	8.1	1.1	1.1	0.8
385605	NA	1.5	0.8	0.9	6.3	6.3	6.5
386551	Gm5409	0.0	0.0	0.0	2.5	2.5	3.6
387143	Mir101a	0.0	0.2	0.0	8.7	8.7	11.1
387173	Mir155	13.5	14.9	11.6	3.0	3.0	2.7
387285	Hcrtr2	0.2	0.1	0.2	1.4	1.4	1.5
387609	Zhx2	5.3	4.5	4.4	26.8	26.8	22.7
399510	Map4k5	1.6	1.1	1.1	7.9	7.9	8.4
404710	Iqgap3	5.4	5.5	4.9	0.3	0.3	0.4
407788	BC051142	0.3	0.5	0.4	2.8	2.8	3.6
407821	Znrf3	5.7	6.1	5.6	0.5	0.5	0.4
408059	BC049352	0.1	0.1	0.1	2.5	2.5	2.6
414108	9230114K14Rik	4.7	3.8	4.1	0.5	0.5	0.6
432442	Akap7	0.6	0.6	0.8	2.8	2.8	2.9
432516	Myo1a	1.6	1.9	2.0	0.2	0.2	0.1
432763	Prr7	0.6	0.3	0.5	4.1	4.1	4.7
432779	Lrrc14b	2.7	2.5	2.5	0.6	0.6	0.5
432879	Kbtbd6	3.1	3.1	3.3	0.7	0.7	0.8
433273	Gm5523	109.8	106.1	99.2	27.6	27.6	22.6
433424	Zeb2os	0.3	0.5	0.4	3.1	3.1	3.8
433470	AA467197	2.0	2.0	2.4	0.1	0.1	0.3
433638	I830077J02Rik	0.0	0.2	0.0	27.1	27.1	27.0
433855	AI506816	75.9	71.1	77.0	7.7	7.7	7.6
433940	Fam222a	0.3	0.2	0.2	2.9	2.9	2.2
434215	Lrrc32	3.9	3.8	4.1	0.8	0.8	0.5
474145	Clec4a4	0.0	0.0	0.0	6.5	6.5	7.3
503550	Klri1	0.0	0.0	0.0	9.5	9.5	15.6
50527	Ero1l	91.3	88.3	97.9	10.5	10.5	11.1
50723	Icosl	1.2	1.5	1.4	121.3	121.3	125.7
50770	Atp11a	0.1	0.1	0.2	0.8	0.8	0.9
50772	Mapk6	70.9	70.7	64.4	15.5	15.5	16.2
50778	Rgs1	0.5	0.4	0.5	56.7	56.7	68.4
50780	Rgs3	0.6	0.6	0.7	5.2	5.2	5.1
50875	Tmod3	17.8	16.5	17.3	106.4	106.4	109.1
50876	Tmod2	0.0	0.0	0.0	0.3	0.3	0.3
50878	Stag3	2.0	2.1	2.1	0.4	0.4	0.3
50917	Galns	59.1	58.1	59.5	14.5	14.5	14.3
50931	Il27ra	1.2	1.3	1.3	41.1	41.1	41.9
50997	Mpp2	2.6	2.3	2.8	0.0	0.0	0.1
51791	Rgs14	8.9	8.6	8.8	36.8	36.8	37.3
51801	Ramp1	0.0	0.0	0.0	1.1	1.1	1.3
51944	Knstrn	25.2	26.3	23.5	3.3	3.3	4.2
52033	Pbk	14.4	17.3	13.8	1.1	1.1	1.6
52065	Mfhas1	1.2	1.2	1.9	7.7	7.7	6.2
52123	Agpat5	14.8	15.9	15.4	2.8	2.8	3.1
52150	Kcnk6	27.6	25.8	27.4	3.5	3.5	3.4
52276	Cdca8	22.9	24.5	21.1	1.5	1.5	1.7
52428	Rhpn2	6.8	7.7	8.0	0.2	0.2	0.2
52463	Tet1	0.1	0.1	0.1	0.6	0.6	0.5
52552	Parp8	0.1	0.1	0.2	11.6	11.6	11.3
52585	Dhrs1	81.6	90.2	102.9	21.0	21.0	21.4
52614	Adgre4	0.0	0.0	0.0	3.7	3.7	6.1
52639	Wipi1	15.0	14.4	17.9	0.4	0.4	0.4
52653	Nudcd2	42.5	45.2	39.7	8.6	8.6	9.1
52666	Arhgef25	3.1	2.4	3.3	0.0	0.0	0.1
52679	E2f7	4.3	4.1	3.8	0.2	0.2	0.3
52855	Lair1	0.2	0.2	0.1	3.8	3.8	6.4
52892	Sco1	11.6	12.1	13.5	2.4	2.4	2.3
53321	Cntnap1	3.3	3.9	2.5	0.2	0.2	0.1
53322	Nucb2	3.9	2.7	4.6	18.5	18.5	20.5
53357	Pla2g6	14.3	15.5	13.9	2.6	2.6	2.8
53374	Chst3	17.5	19.5	17.2	126.5	126.5	121.4
53381	Prdx4	139.2	144.7	162.1	8.0	8.0	8.1
53421	Sec61a1	225.2	227.0	231.9	33.9	33.9	31.5
53604	Zpbp	0.3	0.3	0.2	1.0	1.0	1.1
53614	Reck	0.9	0.8	0.9	0.2	0.2	0.2
53620	Vamp5	0.5	0.5	0.6	2.3	2.3	2.7
53859	Map3k14	3.0	3.1	2.9	21.8	21.8	20.2
53867	Col5a3	0.1	0.1	0.2	0.6	0.6	1.4
53945	Slc40a1	0.0	0.0	0.0	3.5	3.5	10.0
53978	Lpar2	1.0	1.0	1.1	5.8	5.8	5.2
54124	Cks1b	175.0	180.5	161.0	9.2	9.2	10.0
54141	Spag5	15.8	18.3	13.2	1.7	1.7	1.9
54167	Icos	0.1	0.0	0.1	1.2	1.2	0.9
54201	Zfp316	0.3	0.4	0.5	2.0	2.0	1.7
54354	Rassf5	14.0	14.0	11.5	71.4	71.4	68.1
54369	Nme6	28.1	30.7	24.9	6.3	6.3	7.1
54373	Prss16	8.2	8.1	7.6	0.9	0.9	1.0
54392	Ncapg	52.3	54.3	48.0	1.4	1.4	1.5
54418	Fmn2	1.0	0.9	0.9	0.1	0.1	0.1
54483	Mefv	0.0	0.0	0.0	2.1	2.1	2.8
54519	Apbb1ip	4.9	4.2	4.2	27.5	27.5	27.9
545384	BC094916	1.9	1.2	3.1	32.0	32.0	35.9
54561	Nap1l3	1.3	1.4	1.6	0.2	0.2	0.3
545622	Ptpn3	0.1	0.0	0.1	0.5	0.5	0.5
545732	4933402N22Rik	1.9	2.4	1.7	0.0	0.0	0.0
54610	Tbc1d8	1.5	1.3	2.2	6.5	6.5	8.4
546134	Gramd2	0.1	0.1	0.1	0.3	0.3	0.3
54645	Gripap1	5.0	5.7	5.2	34.3	34.3	37.6
54646	Ppp1r3f	0.2	0.2	0.2	0.9	0.9	1.2
546546	Serpina3h	1.5	1.4	2.5	0.3	0.3	0.3
54725	Cadm1	0.0	0.0	0.0	1.8	1.8	1.7
55963	Slc1a4	7.8	7.7	7.0	0.3	0.3	0.4
55978	Ift20	111.7	113.7	110.5	14.8	14.8	14.4
56078	Car5b	2.7	2.6	2.9	0.3	0.3	0.1
56150	Mad2l1	48.0	46.4	40.6	11.4	11.4	10.6
56177	Olfm1	0.1	0.0	0.1	1.4	1.4	1.4
56190	Rbm38	16.0	14.8	13.2	94.8	94.8	79.9
56219	Extl1	0.3	0.1	0.3	2.1	2.1	2.7
56298	Atl2	27.5	27.8	29.7	6.4	6.4	6.5
56312	Nupr1	16.3	11.9	19.5	0.8	0.8	1.4
56316	Ggcx	33.7	37.6	36.3	4.3	4.3	4.8
56320	Dbn1	0.1	0.1	0.2	1.4	1.4	1.0
56336	B4galt5	3.3	3.1	3.9	29.6	29.6	27.5
56358	Copz2	10.7	10.8	15.9	0.0	0.0	0.1
56379	Kcnj1	0.3	0.2	0.1	1.4	1.4	1.6
56386	B4galt6	0.1	0.0	0.1	1.3	1.3	1.6
56397	Morf4l2	191.8	191.0	193.7	38.4	38.4	39.5
56405	Dusp14	19.7	19.4	21.3	0.1	0.1	0.1
56419	Diap3	15.3	16.0	15.5	1.1	1.1	1.1
56421	Pfkp	38.1	37.3	40.1	9.0	9.0	9.0
56448	Cyp2d22	0.2	0.3	0.3	3.0	3.0	3.4
56452	Orc6	33.8	38.0	28.9	7.2	7.2	8.1
56454	Aldh18a1	65.4	67.8	61.7	11.0	11.0	10.7
56461	Kcnip3	0.0	0.0	0.0	1.2	1.2	1.1
56463	Snd1	106.5	105.7	108.6	21.7	21.7	21.4
56473	Fads2	19.1	18.0	19.9	0.3	0.3	0.3
56504	Srpk3	1.4	1.5	1.4	74.9	74.9	79.5
56508	Rapgef4	0.1	0.1	0.1	5.2	5.2	6.2
56530	Cnpy2	131.0	135.4	125.7	15.9	15.9	18.8
56542	Ick	3.5	3.2	3.7	0.7	0.7	0.8
56620	Clec4n	0.1	0.1	0.1	1.9	1.9	4.8
56644	Clec7a	0.0	0.0	0.0	9.4	9.4	11.0
56699	Cdc42ep4	0.4	0.5	0.4	2.1	2.1	1.8
56708	Clcf1	6.4	7.0	6.1	42.0	42.0	47.7
56734	Tulp2	0.2	0.3	0.3	1.2	1.2	1.4
56742	Psrc1	10.5	14.8	14.0	1.1	1.1	1.1
56745	C1qtnf1	0.7	0.7	0.9	0.0	0.0	0.0
56753	Tacstd2	1.0	1.3	1.2	5.4	5.4	5.1
56792	Stap1	8.8	8.1	9.0	50.0	50.0	57.1
56844	Tssc4	37.6	40.2	38.0	8.3	8.3	8.8
56846	Necab3	1.6	1.7	2.3	0.3	0.3	0.2
56857	Slc37a2	1.0	1.0	1.1	15.0	15.0	15.2
57319	Smpdl3a	2.1	2.4	2.8	27.0	27.0	34.1
57340	Jph3	1.0	0.8	1.0	0.0	0.0	0.1
57440	Ehd3	1.0	1.0	0.6	5.9	5.9	5.4
57441	Gmnn	53.6	57.6	47.0	6.5	6.5	6.8
574428	Zmynd15	0.1	0.1	0.1	0.7	0.7	0.6
57444	Isg20	86.6	81.1	105.3	7.1	7.1	8.0
57738	Slc15a2	3.5	13.2	10.4	0.2	0.2	4.5
57740	Stk32c	0.2	0.1	0.3	1.5	1.5	1.7
57746	Piwil2	2.0	1.9	1.5	0.2	0.2	0.2
57752	Tacc2	0.7	0.6	0.7	0.1	0.1	0.1
57757	Pglyrp2	0.2	0.1	0.2	10.8	10.8	11.1
57813	Tk2	2.3	2.6	2.6	47.6	47.6	50.1
57908	Zfp318	2.6	2.3	3.0	69.3	69.3	68.2
58193	Extl2	6.5	6.0	5.8	1.4	1.4	1.5
58203	Zbp1	108.9	107.3	148.6	21.6	21.6	24.1
58205	Pdcd1lg2	0.1	0.2	0.3	8.1	8.1	10.0
58206	Zbtb32	30.0	29.0	23.5	1.4	1.4	1.4
58207	Slc43a3	21.5	23.7	18.6	2.1	2.1	3.0
58208	Bcl11b	0.0	0.0	0.0	0.7	0.7	0.6
58217	Trem1	0.0	0.0	0.0	1.7	1.7	1.4
58222	Rab37	0.5	0.4	0.4	4.6	4.6	4.5
58226	Cacna1h	31.0	32.1	38.3	1.4	1.4	1.4
58235	Pvrl1	0.1	0.1	0.0	2.5	2.5	2.5
58239	Dexi	8.1	7.7	8.7	36.4	36.4	32.3
58240	Hs1bp3	1.2	1.3	1.4	5.4	5.4	5.2
58801	Pmaip1	9.4	10.6	9.7	64.1	64.1	61.8
58802	Kcnmb4	1.4	1.7	1.5	0.3	0.3	0.3
58994	Smpd3	0.3	0.3	0.2	2.1	2.1	1.9
59042	Cope	87.1	88.8	88.4	22.1	22.1	21.6
59044	Rnf130	4.5	4.1	4.5	20.2	20.2	21.0
59049	Slc22a17	1.5	1.9	2.3	0.2	0.2	0.3
59052	Mettl9	46.8	45.7	43.1	10.1	10.1	9.7
59289	Ackr2	0.9	0.3	0.5	4.4	4.4	3.8
60361	Ms4a4b	0.1	0.0	0.1	8.1	8.1	10.3
60411	Cenpk	9.2	9.4	8.8	0.4	0.4	0.5
60440	Iigp1	6.1	5.3	21.8	0.4	0.4	0.4
60527	Fads3	8.0	8.2	8.2	0.2	0.2	0.7
60530	Fignl1	16.2	16.1	13.1	1.8	1.8	1.8
60599	Trp53inp1	209.3	200.2	226.5	37.5	37.5	39.0
619301	Tmem253	2.6	2.2	2.4	0.3	0.3	0.2
622976	Gm6377	0.9	1.2	1.2	73.1	73.1	60.7
623121	Pydc4	0.6	0.6	2.4	13.7	13.7	17.0
623474	Rad54b	5.0	5.8	5.1	0.5	0.5	0.4
623849	Gm6455	32.3	34.8	26.7	0.0	0.0	0.1
623898	Gm6460	25.2	24.0	16.8	0.2	0.2	0.1
624367	Gm6498	2.4	2.9	2.0	0.4	0.4	0.4
626578	Gbp10	11.2	12.1	25.2	1.0	1.0	1.0
631323	Gm12250	30.2	30.5	45.3	5.9	5.9	6.5
634731	Susd1	7.4	7.0	9.2	34.3	34.3	35.7
637515	Nlrp1b	0.0	0.0	0.0	0.6	0.6	0.8
63953	Dusp10	1.4	1.7	1.8	13.2	13.2	12.6
64011	Nrgn	0.3	0.3	0.3	6.4	6.4	5.5
64095	Gpr35	0.0	0.0	0.0	3.4	3.4	3.7
64136	Sdf2l1	271.1	271.2	274.9	23.4	23.4	21.2
64176	Sv2b	0.5	0.6	0.4	0.1	0.1	0.1
64213	St7	3.1	3.2	3.5	0.8	0.8	0.8
64214	Rgs18	0.2	0.3	0.2	9.6	9.6	11.3
64292	Ptges	1.8	2.1	2.4	0.0	0.0	0.0
64380	Ms4a4c	3.7	3.0	6.4	124.1	124.1	147.0
64435	Fcamr	0.1	0.1	0.1	10.9	10.9	16.2
64453	Zfp280b	47.6	50.3	59.6	9.9	9.9	10.5
64945	Cldn12	2.4	2.9	2.4	0.2	0.2	0.2
65112	Pmepa1	7.9	7.5	8.0	1.0	1.0	0.7
65256	Asb2	0.1	0.2	0.4	9.9	9.9	10.4
652925	Tmem243	6.1	6.0	5.6	31.5	31.5	31.3
65964	Zak	4.3	3.9	4.0	0.9	0.9	0.8
65969	Cubn	0.4	0.4	0.6	0.1	0.1	0.0
65970	Lima1	0.1	0.1	0.1	0.9	0.9	1.4
65973	Asph	1.7	1.7	1.8	0.5	0.5	0.4
66049	Rogdi	9.4	11.1	7.8	56.9	56.9	47.9
66059	Krtcap2	439.5	446.1	461.5	86.2	86.2	76.7
66102	Cxcl16	0.3	0.1	0.1	4.5	4.5	4.1
66120	Fkbp11	87.8	96.2	106.2	2.3	2.3	2.6
66140	Ska2	11.5	11.9	11.2	2.8	2.8	2.6
66197	Cks2	80.0	83.1	68.1	17.1	17.1	17.9
66214	Rgcc	33.5	38.9	31.3	4.0	4.0	4.1
66234	Msmo1	43.0	41.7	46.7	5.7	5.7	6.3
66251	Arfgap3	45.8	45.9	47.0	4.4	4.4	4.7
66256	Ssr2	490.0	480.9	460.5	48.9	48.9	44.5
66269	Tmed6	51.0	56.0	31.7	0.3	0.3	0.2
66286	Sec11c	911.9	952.3	911.3	122.5	122.5	138.6
66300	Inafm1	1.4	2.1	2.0	8.0	8.0	8.2
66311	Cenpw	4.6	4.9	4.4	0.9	0.9	0.8
66315	Senp7	3.1	2.9	3.0	13.9	13.9	14.5
66329	Susd3	1.6	1.2	1.9	20.9	20.9	21.7
66336	Cenpp	12.7	13.8	12.2	0.8	0.8	1.0
66349	Atp5sl	10.4	12.7	12.1	61.8	61.8	60.6
66357	Ostc	344.9	350.0	320.6	58.8	58.8	55.0
66384	Srp19	162.8	159.5	149.0	30.3	30.3	32.3
66395	Ahnak	1.2	1.2	1.3	14.8	14.8	19.4
66397	Sar1b	117.6	116.1	123.2	23.6	23.6	23.7
66405	Mcts2	33.7	38.1	35.7	3.8	3.8	6.3
66412	Arrdc4	0.0	0.0	0.0	1.0	1.0	0.9
66423	Coprs	4.7	4.6	5.2	0.8	0.8	1.0
66442	Spc25	18.3	18.1	15.8	1.7	1.7	1.6
66443	Tnfaip8l1	1.8	2.5	2.5	0.2	0.2	0.2
66468	Ska1	9.0	9.6	7.5	0.3	0.3	0.4
66497	Cmss1	13.3	13.6	12.7	2.5	2.5	2.4
66500	Slc30a7	27.1	27.3	26.0	6.6	6.6	7.0
665113	Tnik	0.4	0.3	0.4	2.0	2.0	2.4
665433	Hist1h2ao	13.5	17.4	11.7	1.5	1.5	2.0
66568	Rwdd3	0.1	0.2	0.2	1.7	1.7	1.9
66569	Gdpd1	1.8	1.9	1.9	0.3	0.3	0.4
66570	Cenpm	21.3	22.6	18.6	1.1	1.1	1.5
66624	Spcs2	215.4	213.7	220.1	38.9	38.9	37.7
66634	Mcm8	9.5	8.9	8.8	1.9	1.9	2.1
66663	Uba5	112.8	112.6	119.7	21.3	21.3	19.7
666661	Gm8221	0.0	0.0	0.0	3.7	3.7	5.4
666926	Gm8369	3.4	3.3	4.7	69.8	69.8	73.7
66725	Lrrk2	4.6	4.2	3.5	54.7	54.7	63.5
667370	Ifit3b	0.0	0.0	0.1	3.5	3.5	4.5
667373	Ifit1bl1	0.1	0.0	0.3	7.7	7.7	10.4
668101	Sirpb1b	0.0	0.0	0.0	1.9	1.9	1.9
668212	Efr3b	0.3	0.4	0.4	0.1	0.1	0.0
668489	Gm9199	1.8	1.9	2.3	0.3	0.3	0.2
66857	Plbd1	0.7	0.4	0.4	47.2	47.2	52.0
66895	Pxdc1	12.2	11.0	9.5	74.6	74.6	75.4
66910	Tmem107	5.1	5.1	4.5	0.6	0.6	0.9
66913	Kdelr2	140.1	140.0	139.4	18.0	18.0	15.6
66929	Asf1b	62.1	61.8	54.0	7.7	7.7	7.8
66967	Edem3	58.2	52.0	58.6	9.1	9.1	8.9
66977	Nuf2	40.2	38.4	35.9	1.5	1.5	1.8
66988	Lap3	37.6	38.4	41.3	7.9	7.9	8.2
66993	Smarcd3	2.9	3.6	3.3	0.7	0.7	0.7
67016	Tbc1d2b	0.1	0.1	0.1	1.4	1.4	1.8
67073	Pi4k2b	13.5	14.8	14.7	3.1	3.1	3.5
67075	Magt1	52.9	49.2	51.6	12.4	12.4	12.9
67103	Ptgr1	11.9	13.5	9.3	0.9	0.9	0.9
67105	Timm21	65.4	67.6	56.4	14.1	14.1	16.4
67111	Naaa	2.2	1.8	1.7	17.4	17.4	15.2
67121	Mastl	7.3	6.5	6.2	0.6	0.6	0.7
67149	Nkain1	0.4	0.3	0.3	0.0	0.0	0.0
67154	Mtdh	172.4	167.1	177.5	36.0	36.0	36.1
67180	Yipf5	90.4	88.4	84.2	17.8	17.8	17.1
67196	Ube2t	27.4	27.3	25.4	3.5	3.5	3.5
67220	Plekho1	14.8	16.0	17.7	143.6	143.6	143.3
67242	Gemin6	23.0	24.8	21.7	4.8	4.8	4.9
67369	Qpctl	46.5	48.4	49.3	7.0	7.0	6.7
67378	Bbs2	1.0	0.9	0.8	6.1	6.1	7.0
67382	Brd3	3.7	3.4	3.4	16.3	16.3	15.5
67393	Cxxc5	6.9	8.1	9.3	53.8	53.8	49.2
67398	Srpr	194.7	191.9	196.9	49.3	49.3	44.1
67422	Dhdds	62.2	59.8	60.1	9.2	9.2	8.5
67425	Eps8l1	1.9	2.6	3.5	12.6	12.6	26.6
67426	Adck3	3.8	3.8	3.6	21.2	21.2	20.1
67429	Nudcd1	14.6	14.8	14.2	3.5	3.5	3.3
67437	Ssr3	296.1	280.4	288.2	41.7	41.7	39.6
67451	Pkp2	1.1	1.0	0.9	0.1	0.1	0.0
67454	Ikbip	6.0	5.7	7.1	1.5	1.5	1.6
67458	Ergic1	81.4	77.9	95.0	9.0	9.0	8.4
67474	Snap29	14.1	13.1	13.4	56.0	56.0	54.1
67492	Zfand4	2.9	2.9	1.9	0.6	0.6	0.6
67533	Ppfibp1	6.4	6.2	6.6	1.4	1.4	1.5
67596	Tespa1	1.3	1.1	1.2	30.4	30.4	33.1
67603	Dusp6	4.9	5.1	4.3	43.3	43.3	43.2
67629	Spc24	33.7	37.6	29.5	2.1	2.1	2.2
67647	4930523C07Rik	11.3	11.6	11.3	54.2	54.2	55.2
677156	Cyp4f37	0.1	0.1	0.1	2.1	2.1	2.1
677289	Prr33	2.7	2.3	3.6	17.5	17.5	18.8
67731	Fbxo32	2.2	1.8	2.3	9.1	9.1	8.5
67749	Mgarp	1.5	1.6	2.5	0.0	0.0	0.0
67776	Vwa5a	0.6	0.4	0.7	4.6	4.6	5.1
